"Date","Department","Category","Region","Budget Amount","Actual Amount","Payment Method","Transaction ID"
"2022-05-14","Finance","Training","East","104526","135000","UPI","TXN100380"
"2023-01-24","Marketing","Utilities","North","23116","91451","UPI","TXN100381"
"2021-02-04","HR","Marketing","East","108395","148653","UPI","TXN100382"
"2022-12-28","Operations","Utilities","West","13706","89617","Cash","TXN100383"
"2023-04-29","IT","Training","East","26147","91537","Cash","TXN100384"
"2021-03-31","Sales","Salaries","West","109147","53101","Card","TXN100385"
"2023-02-15","Operations","Infrastructure","Central","18895","32940","UPI","TXN100386"
"2022-08-28","Operations","Utilities","Central","72058","76907","UPI","TXN100387"
"2023-08-28","Operations","Salaries","West","23251","19016","Card","TXN100388"
"2023-10-19","Operations","Utilities","North","120533","162015","Bank Transfer","TXN100389"
"2022-02-22","Sales","Marketing","North","15109","62617","Bank Transfer","TXN100390"
"2021-04-25","Finance","Utilities","Central","34632","91292","Card","TXN100391"
"2022-09-09","Marketing","Marketing","East","65276","10237","UPI","TXN100392"
"2023-04-06","HR","Marketing","Central","16325","109778","Cash","TXN100393"
"2022-02-17","Operations","Salaries","Central","104964","73263","UPI","TXN100394"
"2022-12-30","HR","Travel","West","11912","28852","Card","TXN100395"
"2023-10-18","HR","Training","North","17374","144830","Card","TXN100396"
"2023-01-31","Operations","Utilities","West","43034","53003","Card","TXN100397"
"2022-11-07","Finance","Infrastructure","Central","95402","93895","Cash","TXN100398"
"2022-04-02","HR","Marketing","South","101792","17176","UPI","TXN100399"
"2023-07-09","IT","Travel","East","103305","37658","Cash","TXN100400"
"2021-07-11","HR","Marketing","Central","60683","133038","Bank Transfer","TXN100401"
"2023-01-09","Marketing","Travel","West","104817","144746","UPI","TXN100402"
"2023-09-05","Operations","Travel","South","137776","156982","Card","TXN100403"
"2023-10-06","Sales","Infrastructure","South","148227","35948","UPI","TXN100404"
"2021-04-06","HR","Travel","Central","57952","35749","Card","TXN100405"
"2022-10-25","Finance","Infrastructure","North","133899","100356","Cash","TXN100406"
"2021-02-06","IT","Salaries","South","21388","136390","UPI","TXN100407"
"2021-10-06","IT","Marketing","East","84178","34678","Card","TXN100408"
"2021-08-05","Sales","Infrastructure","West","36457","156498","Cash","TXN100409"
"2023-05-17","Marketing","Training","West","21752","53418","UPI","TXN100410"
"2023-05-23","Sales","Marketing","West","61832","133400","UPI","TXN100411"
"2021-03-03","Marketing","Training","Central","14237","167752","Bank Transfer","TXN100412"
"2022-08-19","HR","Utilities","West","144123","117203","UPI","TXN100413"
"2022-12-30","Operations","Training","West","53311","145240","Bank Transfer","TXN100414"
"2022-02-01","Finance","Salaries","East","29088","111845","UPI","TXN100415"
"2022-11-30","IT","Utilities","North","15675","110209","Bank Transfer","TXN100416"
"2023-11-09","Sales","Utilities","Central","12640","9080","Cash","TXN100417"
"2021-06-26","Finance","Travel","Central","73328","85333","UPI","TXN100418"
"2022-01-31","Marketing","Training","West","22317","126307","Cash","TXN100419"
"2022-03-21","Operations","Travel","East","116442","44018","UPI","TXN100420"
"2021-03-17","IT","Training","South","113666","93487","UPI","TXN100421"
"2021-09-22","IT","Utilities","West","43462","111424","UPI","TXN100422"
"2022-03-31","Marketing","Travel","West","85921","81775","UPI","TXN100423"
"2022-12-19","Operations","Marketing","Central","25201","19927","UPI","TXN100424"
"2023-01-05","IT","Training","Central","44536","8944","UPI","TXN100425"
"2023-05-01","Operations","Training","West","45517","60420","Card","TXN100426"
"2021-05-24","IT","Travel","Central","125308","27503","UPI","TXN100427"
"2023-06-04","HR","Training","East","122911","161528","Bank Transfer","TXN100428"
"2023-12-29","Marketing","Utilities","South","47982","18175","UPI","TXN100429"
"2022-01-31","Operations","Travel","South","42844","164002","Cash","TXN100430"
"2023-11-15","Finance","Travel","South","94118","142377","Bank Transfer","TXN100431"
"2023-08-06","HR","Infrastructure","West","145309","135412","Bank Transfer","TXN100432"
"2023-06-10","Finance","Infrastructure","West","133110","47537","Bank Transfer","TXN100433"
"2022-07-23","Marketing","Utilities","West","16027","118681","Card","TXN100434"
"2023-11-29","IT","Marketing","East","90567","41136","UPI","TXN100435"
"2021-04-19","Finance","Training","South","110848","166634","Cash","TXN100436"
"2023-12-02","HR","Salaries","Central","103724","83624","Cash","TXN100437"
"2023-07-24","Operations","Training","Central","124675","158266","Cash","TXN100438"
"2022-02-02","Sales","Salaries","North","81810","88312","Card","TXN100439"
"2022-09-26","Finance","Utilities","North","135545","106415","Card","TXN100440"
"2023-01-03","Sales","Marketing","Central","62892","93992","Card","TXN100441"
"2021-08-23","Marketing","Marketing","South","117457","91117","UPI","TXN100442"
"2022-10-20","Finance","Marketing","West","87059","69241","Card","TXN100443"
"2023-01-21","Finance","Infrastructure","Central","11074","136923","Cash","TXN100444"
"2022-08-11","Operations","Utilities","Central","92567","43629","Card","TXN100445"
"2023-10-30","IT","Salaries","North","55793","21895","Cash","TXN100446"
"2023-08-12","HR","Marketing","South","48071","138370","Bank Transfer","TXN100447"
"2022-05-07","HR","Utilities","Central","29546","103344","Cash","TXN100448"
"2023-07-02","HR","Training","West","56515","66918","Bank Transfer","TXN100449"
"2021-06-19","Marketing","Salaries","West","139212","151864","UPI","TXN100450"
"2023-08-04","IT","Infrastructure","East","21054","71406","Card","TXN100451"
"2023-03-06","Sales","Travel","West","12897","23430","UPI","TXN100452"
"2022-09-26","HR","Salaries","Central","19537","47130","UPI","TXN100453"
"2021-01-29","Sales","Training","Central","67325","136752","UPI","TXN100454"
"2021-12-05","IT","Salaries","West","149753","77120","Bank Transfer","TXN100455"
"2022-05-15","Marketing","Salaries","North","129940","69397","Card","TXN100456"
"2022-05-26","IT","Travel","South","83387","129212","UPI","TXN100457"
"2021-08-05","Operations","Marketing","Central","100537","62455","UPI","TXN100458"
"2023-12-30","HR","Training","West","90121","59078","Cash","TXN100459"
"2022-03-21","Marketing","Travel","West","115532","39088","Cash","TXN100460"
"2023-05-26","Operations","Salaries","Central","57038","148669","Card","TXN100461"
"2021-06-16","HR","Training","East","64833","10013","Cash","TXN100462"
"2021-04-01","IT","Infrastructure","South","58123","91640","Bank Transfer","TXN100463"
"2022-12-15","IT","Salaries","Central","40117","101979","Bank Transfer","TXN100464"
"2021-02-08","Finance","Infrastructure","West","81131","152537","Bank Transfer","TXN100465"
"2021-06-22","Finance","Utilities","East","53691","123184","UPI","TXN100466"
"2022-10-15","IT","Infrastructure","Central","37531","166559","Card","TXN100467"
"2023-01-24","IT","Salaries","South","52174","137045","Bank Transfer","TXN100468"
"2023-12-18","Sales","Travel","East","138755","11219","Bank Transfer","TXN100469"
"2022-04-21","Sales","Salaries","West","24414","147149","Bank Transfer","TXN100470"
"2022-04-01","Operations","Salaries","North","104572","141782","Bank Transfer","TXN100471"
"2023-04-09","Finance","Utilities","South","20261","165250","Bank Transfer","TXN100472"
"2023-06-14","Finance","Marketing","East","77913","54994","Bank Transfer","TXN100473"
"2023-10-22","IT","Salaries","Central","11271","119181","Card","TXN100474"
"2022-01-22","IT","Utilities","Central","113324","152036","Bank Transfer","TXN100475"
"2021-12-14","Operations","Travel","East","43202","36288","Card","TXN100476"
"2021-07-09","Marketing","Utilities","Central","79307","38714","Card","TXN100477"
"2022-05-20","Marketing","Utilities","East","117030","11602","Card","TXN100478"
"2023-04-04","Marketing","Infrastructure","South","94070","96024","Bank Transfer","TXN100479"
"2023-07-18","Finance","Marketing","Central","46892","12096","Bank Transfer","TXN100480"
"2023-07-23","Sales","Marketing","South","146674","108638","Card","TXN100481"
"2021-05-14","Marketing","Training","West","136008","79652","Card","TXN100482"
"2021-02-27","HR","Travel","West","90957","37610","Bank Transfer","TXN100483"
"2022-11-16","Operations","Training","West","107210","74815","Cash","TXN100484"
"2022-11-03","Marketing","Utilities","West","146239","111253","Cash","TXN100485"
"2021-06-22","HR","Travel","Central","63201","73585","Cash","TXN100486"
"2023-03-26","Marketing","Travel","East","59698","46419","Bank Transfer","TXN100487"
"2021-03-21","Sales","Marketing","Central","73753","137213","Card","TXN100488"
"2023-06-05","Sales","Marketing","Central","85479","50734","Cash","TXN100489"
"2021-07-22","Marketing","Marketing","South","74687","129898","UPI","TXN100490"
"2023-02-03","HR","Salaries","East","141290","126276","UPI","TXN100491"
"2021-02-16","Operations","Utilities","North","42893","145611","Card","TXN100492"
"2022-10-18","HR","Travel","North","23169","29754","UPI","TXN100493"
"2022-04-16","Operations","Utilities","East","56458","12223","Bank Transfer","TXN100494"
"2023-08-29","Marketing","Travel","North","84951","166392","UPI","TXN100495"
"2023-11-02","Operations","Travel","East","14180","57339","Card","TXN100496"
"2023-01-06","IT","Training","South","19766","144374","Cash","TXN100497"
"2023-02-23","Finance","Travel","South","11942","119169","Bank Transfer","TXN100498"
"2023-08-26","Finance","Travel","Central","53374","102151","Card","TXN100499"
"2021-12-24","Sales","Infrastructure","North","76790","29241","Bank Transfer","TXN100500"
"2023-08-30","IT","Infrastructure","East","43755","41434","Cash","TXN100501"
"2022-10-30","Finance","Training","South","131925","49892","Cash","TXN100502"
"2022-01-08","Marketing","Salaries","Central","69192","38798","Cash","TXN100503"
"2023-10-29","Operations","Marketing","North","90459","144210","Bank Transfer","TXN100504"
"2022-11-07","Operations","Travel","North","107218","122141","UPI","TXN100505"
"2021-03-31","HR","Utilities","North","57592","110156","Bank Transfer","TXN100506"
"2022-11-29","HR","Infrastructure","South","130041","21533","Cash","TXN100507"
"2022-06-24","Operations","Marketing","South","120397","116672","Bank Transfer","TXN100508"
"2023-01-02","Marketing","Salaries","North","23118","119354","Bank Transfer","TXN100509"
"2023-05-19","Operations","Marketing","South","123305","105509","UPI","TXN100510"
"2021-02-10","HR","Travel","North","74610","57944","Cash","TXN100511"
"2023-01-10","Finance","Marketing","West","88699","66594","UPI","TXN100512"
"2022-05-17","Sales","Travel","South","18104","149586","Cash","TXN100513"
"2023-08-17","HR","Training","East","89722","159689","Card","TXN100514"
"2023-07-18","Marketing","Infrastructure","South","18549","140422","Cash","TXN100515"
"2022-04-06","Finance","Infrastructure","North","136081","100942","Bank Transfer","TXN100516"
"2023-01-02","Finance","Travel","East","105614","55318","Card","TXN100517"
"2023-01-22","Finance","Utilities","Central","67240","92195","Bank Transfer","TXN100518"
"2023-07-14","IT","Infrastructure","East","42831","96170","Card","TXN100519"
"2023-06-28","IT","Utilities","East","107462","83805","Bank Transfer","TXN100520"
"2022-01-25","Finance","Travel","South","79474","66465","Card","TXN100521"
"2023-06-02","Marketing","Training","East","98233","8608","Card","TXN100522"
"2021-09-13","Operations","Travel","East","114700","123471","Bank Transfer","TXN100523"
"2022-12-10","Marketing","Training","North","81772","139239","Card","TXN100524"
"2022-03-26","IT","Infrastructure","South","50577","127467","Bank Transfer","TXN100525"
"2021-01-10","HR","Utilities","North","144177","138885","UPI","TXN100526"
"2023-04-04","IT","Travel","South","111856","142328","Bank Transfer","TXN100527"
"2023-03-09","Operations","Infrastructure","Central","95395","141551","UPI","TXN100528"
"2023-05-27","Sales","Training","East","142910","97511","Card","TXN100529"
"2023-10-26","IT","Travel","South","34437","49939","Cash","TXN100530"
"2023-10-13","Marketing","Training","East","81449","166082","UPI","TXN100531"
"2022-01-09","Marketing","Marketing","East","128099","109120","Cash","TXN100532"
"2023-12-25","Finance","Training","West","124176","16982","Cash","TXN100533"
"2021-05-26","Finance","Marketing","North","53003","119333","Bank Transfer","TXN100534"
"2021-08-12","Finance","Infrastructure","South","24646","58626","Bank Transfer","TXN100535"
"2021-06-26","Sales","Travel","Central","60560","65277","Cash","TXN100536"
"2023-05-03","Operations","Infrastructure","West","128560","110305","Bank Transfer","TXN100537"
"2021-03-04","HR","Salaries","North","96597","84176","Cash","TXN100538"
"2023-04-07","Marketing","Training","Central","68679","118170","Bank Transfer","TXN100539"
"2023-03-06","Marketing","Infrastructure","Central","32873","134260","Bank Transfer","TXN100540"
"2022-11-20","Operations","Infrastructure","East","144530","33702","Bank Transfer","TXN100541"
"2021-04-15","Sales","Marketing","North","47165","69541","Cash","TXN100542"
"2022-05-26","Finance","Training","West","97803","112330","Card","TXN100543"
"2022-01-20","Operations","Marketing","South","73994","160206","Bank Transfer","TXN100544"
"2022-02-09","HR","Travel","South","107925","19353","Bank Transfer","TXN100545"
"2023-04-03","Finance","Infrastructure","West","24823","113610","Cash","TXN100546"
"2022-06-02","HR","Training","East","140803","154310","UPI","TXN100547"
"2022-04-21","IT","Infrastructure","East","50856","70766","Cash","TXN100548"
"2022-12-10","HR","Travel","Central","17406","115247","Bank Transfer","TXN100549"
"2023-02-10","Finance","Utilities","North","40619","54596","Bank Transfer","TXN100550"
"2023-11-13","IT","Travel","Central","148143","153494","Card","TXN100551"
"2023-09-24","Finance","Marketing","South","117871","115354","Bank Transfer","TXN100552"
"2022-11-08","Marketing","Marketing","West","118029","126548","UPI","TXN100553"
"2022-12-15","Finance","Infrastructure","North","31074","168710","Bank Transfer","TXN100554"
"2021-03-24","IT","Marketing","West","22349","78264","Bank Transfer","TXN100555"
"2022-04-02","HR","Training","North","128160","72756","Card","TXN100556"
"2021-01-01","Marketing","Travel","South","37493","70553","UPI","TXN100557"
"2021-02-20","Sales","Infrastructure","South","99146","32029","UPI","TXN100558"
"2022-11-16","Sales","Travel","North","14561","26384","Bank Transfer","TXN100559"
"2022-12-18","Sales","Travel","East","83150","169161","UPI","TXN100560"
"2022-03-25","Sales","Infrastructure","North","74685","95926","Card","TXN100561"
"2023-05-31","Operations","Utilities","South","12358","71182","Cash","TXN100562"
